Measurement E9M1
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.35 - 0.45
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.26	0.758	0.1	255	13.9	1.71	0.6481
1.26	0.758	0.1	285	17.8	1.88	1.0198
1.26	0.758	0.1	315	12.1	1.26	0.469
1.26	0.758	0.1	345	8.24	0.891	0.2215
1.26	0.758	0.3	15	8.11	0.884	0.3782
1.26	0.758	0.3	45	10.7	1.16	0.3041
1.26	0.758	0.3	75	17.8	1.9	0.9734
1.26	0.758	0.3	105	15.9	1.93	1.3991
1.26	0.758	0.3	135	14.3	2.14	1.6785
1.26	0.758	0.3	165	7.61	1.55	0.7729
1.26	0.758	0.3	195	9.08	1.66	0.6691
1.26	0.758	0.3	225	14.4	2.19	1.0989
1.26	0.758	0.3	255	20.7	2.5	2.9745
1.26	0.758	0.3	285	13.1	1.53	0.6384
1.26	0.758	0.3	315	10.6	1.19	0.0707
1.26	0.758	0.3	345	9.04	0.895	0.1997
1.26	0.758	0.5	15	6.89	0.81	0.4289
1.26	0.758	0.5	45	9.48	1.09	0.4485
1.26	0.758	0.5	75	14.7	1.64	1.0677
1.26	0.758	0.5	105	13.4	1.69	0.8746
1.26	0.758	0.5	135	9.64	1.6	0.8114
1.26	0.758	0.5	165	7	1.52	0.7319
1.26	0.758	0.5	195	8.12	1.58	1.3503
1.26	0.758	0.5	225	15.4	2.42	2.2265
1.26	0.758	0.5	255	16.6	1.99	0.6964
1.26	0.758	0.5	285	15.8	1.76	0.3391
1.26	0.758	0.5	315	10.6	1.17	0.3606
1.26	0.758	0.5	345	6.15	0.753	0.3886
1.26	0.758	0.7	15	5.25	0.655	0.2322
1.26	0.758	0.7	45	6.32	0.834	0.9326
1.26	0.758	0.7	75	8.4	1.23	0.6411
1.26	0.758	0.7	105	11.3	1.62	0.6124
1.26	0.758	0.7	135	13.6	2.29	1.092
1.26	0.758	0.7	165	9.03	1.67	1.3365
1.26	0.758	0.7	195	6.92	1.3	0.8753
1.26	0.758	0.7	225	8.95	1.65	1.3622
1.26	0.758	0.7	255	13.7	1.83	1.3472
1.26	0.758	0.7	285	9.57	1.31	0.3895
1.26	0.758	0.7	315	10.6	1.23	0.5616
1.26	0.758	0.7	345	5.26	0.698	0.3311
1.26	0.758	0.9	15	4.51	0.69	0.4521
1.26	0.758	0.9	45	4.87	0.758	0.601
1.26	0.758	0.9	75	6.31	1.02	0.5057
1.26	0.758	0.9	105	6.68	1.37	1.2324
1.26	0.758	0.9	135	5.51	1.21	0.6855
1.26	0.758	0.9	165	5.54	1.05	1.094
1.26	0.758	0.9	195	5.64	1	0.9432
1.26	0.758	0.9	225	5.78	1.09	1.0059
1.26	0.758	0.9	255	6.71	1.24	0.5337
1.26	0.758	0.9	285	6.85	1.04	0.8324
1.26	0.758	0.9	315	6.07	0.902	0.2625
1.26	0.758	0.9	345	4.95	0.772	0.4059
Measurement E9M88
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.45 - 0.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.28	0.745	-0.9	15	3.94	0.766	0.3089
1.28	0.745	-0.9	45	2.83	0.616	0.5678
1.28	0.745	-0.9	75	4.97	0.867	0.3136
1.28	0.745	-0.9	105	2.73	0.57	0.6891
1.28	0.745	-0.9	135	4.12	0.888	0.3305
1.28	0.745	-0.9	165	4.16	0.884	1.1448
1.28	0.745	-0.9	195	3.66	0.83	0.4756
1.28	0.745	-0.9	225	4.2	0.894	0.1662
1.28	0.745	-0.9	255	7.85	1.45	0.9469
1.28	0.745	-0.9	285	3.23	0.628	0.2387
1.28	0.745	-0.9	315	2.66	0.519	0.4209
1.28	0.745	-0.9	345	4.07	0.817	0.8634
1.28	0.745	-0.7	15	5.09	0.651	0.5031
1.28	0.745	-0.7	45	7.72	1.01	0.1975
1.28	0.745	-0.7	75	7.35	1.11	0.8475
1.28	0.745	-0.7	105	8.36	1.37	1.2838
1.28	0.745	-0.7	135	3.95	0.787	0.2653
1.28	0.745	-0.7	165	3.47	0.605	0.6143
1.28	0.745	-0.7	195	2.7	0.525	0.2885
1.28	0.745	-0.7	225	4.65	0.939	0.4324
1.28	0.745	-0.7	255	8.67	1.41	0.8959
1.28	0.745	-0.7	285	9.56	1.33	0.2446
1.28	0.745	-0.7	315	6.79	0.946	0.6762
1.28	0.745	-0.7	345	5.32	0.693	0.2422
1.28	0.745	-0.5	15	6.03	0.696	0.3573
1.28	0.745	-0.5	45	7.91	0.969	0.3952
1.28	0.745	-0.5	75	10.7	1.48	0.5408
1.28	0.745	-0.5	105	11.2	1.71	1.4092
1.28	0.745	-0.5	135	5.27	1.15	0.7384
1.28	0.745	-0.5	165	3.74	0.716	0.4693
1.28	0.745	-0.5	195	4.29	0.792	0.316
1.28	0.745	-0.5	225	7.99	1.54	0.6919
1.28	0.745	-0.5	255	9.37	1.53	1.2219
1.28	0.745	-0.5	285	9.44	1.34	0.338
1.28	0.745	-0.5	315	8.12	0.897	0.9473
1.28	0.745	-0.5	345	6.08	0.751	0.523
1.28	0.745	-0.3	15	7.16	0.772	0.6674
1.28	0.745	-0.3	45	7.65	0.888	0.5067
1.28	0.745	-0.3	75	17.8	2.2	2.1656
1.28	0.745	-0.3	105	11.7	1.67	0.5025
1.28	0.745	-0.3	135	8.39	1.72	0.6513
1.28	0.745	-0.3	165	2.19	0.517	0.6004
1.28	0.745	-0.3	195	4.3	0.806	0.2973
1.28	0.745	-0.3	225	6.55	1.42	1.0495
1.28	0.745	-0.3	255	15.1	2.1	1.2
1.28	0.745	-0.3	285	12.4	1.5	0.5545
1.28	0.745	-0.3	315	6.96	0.807	0.4859
1.28	0.745	-0.3	345	7.06	0.777	0.832
1.28	0.745	-0.1	15	5.2	0.616	0.2813
1.28	0.745	-0.1	45	9.33	1.03	0.3774
1.28	0.745	-0.1	75	15.4	1.74	0.4
1.28	0.745	-0.1	105	13.4	1.74	0.2784
1.28	0.745	-0.1	135	10.8	1.91	0.4713
1.28	0.745	-0.1	165	5.61	1.21	1.1708
1.28	0.745	-0.1	195	3.81	0.853	1.345
1.28	0.745	-0.1	225	9.18	1.69	2.7921
1.28	0.745	-0.1	255	18.2	2.2	1.3847
1.28	0.745	-0.1	285	16.8	1.93	0.866
1.28	0.745	-0.1	315	9.24	1.03	0.431
1.28	0.745	-0.1	345	6.7	0.729	0.3808
1.28	0.745	0.1	15	7.21	0.797	0.2033
1.28	0.745	0.1	45	9.42	1.07	1.2486
1.28	0.745	0.1	75	13.2	1.54	0.3674
1.28	0.745	0.1	105	11.8	1.5	0.1871
1.28	0.745	0.1	135	11.2	1.8	1.7337
1.28	0.745	0.1	165	4.46	1.41	0.739
1.28	0.745	0.1	195	5.88	1.64	0.7766
1.28	0.745	0.1	225	10.6	1.74	0.8761
1.28	0.745	0.1	255	15.8	1.93	0.967
1.28	0.745	0.1	285	9.3	1.13	1.7283
1.28	0.745	0.1	315	9.34	1.08	0.2873
1.28	0.745	0.1	345	5.88	0.683	0.1799
1.28	0.745	0.3	15	5.81	0.667	0.0819
1.28	0.745	0.3	45	11.9	1.34	1.2227
1.28	0.745	0.3	75	10.6	1.29	0.6384
1.28	0.745	0.3	105	12.3	1.51	0.4664
1.28	0.745	0.3	135	8.45	1.3	0.4918
1.28	0.745	0.3	165	5.46	1.52	1.1254
1.28	0.745	0.3	195	3.59	1.35	0.875
1.28	0.745	0.3	225	9.26	1.39	0.6242
1.28	0.745	0.3	255	12.8	1.63	0.6265
1.28	0.745	0.3	285	11.9	1.4	0.3354
1.28	0.745	0.3	315	9.6	1.07	0.3962
1.28	0.745	0.3	345	5.89	0.681	0.1372
1.28	0.745	0.5	15	6.19	0.768	0.3132
1.28	0.745	0.5	45	8.09	1.05	0.706
1.28	0.745	0.5	75	9.26	1.2	0.514
1.28	0.745	0.5	105	10.2	1.27	0.7533
1.28	0.745	0.5	135	9.8	1.46	1.0653
1.28	0.745	0.5	165	6.33	1.82	2.8797
1.28	0.745	0.5	195	7.39	1.96	1.0774
1.28	0.745	0.5	225	8.94	1.4	0.7636
1.28	0.745	0.5	255	11.7	1.53	1.0339
1.28	0.745	0.5	285	10.7	1.3	0.3464
1.28	0.745	0.5	315	6.04	0.786	0.5467
1.28	0.745	0.5	345	5.9	0.699	0.5019
1.28	0.745	0.7	15	4.29	0.568	0.0786
1.28	0.745	0.7	45	5.38	0.814	0.331
1.28	0.745	0.7	75	9.44	1.43	0.6742
1.28	0.745	0.7	105	11.3	1.64	1.2809
1.28	0.745	0.7	135	5.86	1.04	0.8308
1.28	0.745	0.7	165	2.78	0.831	0.3209
1.28	0.745	0.7	195	4.54	1.08	0.8454
1.28	0.745	0.7	225	8.4	1.58	1.3304
1.28	0.745	0.7	255	8.14	1.24	0.6916
1.28	0.745	0.7	285	8.09	1.24	0.6692
1.28	0.745	0.7	315	6.67	0.919	0.2126
1.28	0.745	0.7	345	3.58	0.51	0.0447
1.28	0.745	0.9	15	4.12	0.674	0.2481
1.28	0.745	0.9	45	5.37	1.02	1.1797
1.28	0.745	0.9	75	5.36	0.988	0.4867
1.28	0.745	0.9	105	3.62	0.707	0.9778
1.28	0.745	0.9	135	2.42	0.821	1.0202
1.28	0.745	0.9	165	4.93	1.19	0.5714
1.28	0.745	0.9	195	5.33	1.33	0.6991
1.28	0.745	0.9	225	3.97	1.07	0.486
1.28	0.745	0.9	255	6.59	1.43	1.2799
1.28	0.745	0.9	285	5.72	1.05	0.7283
1.28	0.745	0.9	315	5.08	0.816	0.3632
1.28	0.745	0.9	345	3.38	0.571	0.2569
Measurement E9M89
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.45 - 0.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.3	0.732	-0.9	15	1.81	0.418	0.4417
1.3	0.732	-0.9	45	1.96	0.412	0.2436
1.3	0.732	-0.9	75	2.92	0.701	0.4932
1.3	0.732	-0.9	105	2.11	0.58	0.2952
1.3	0.732	-0.9	135	2.44	0.648	0.2771
1.3	0.732	-0.9	165	1.65	0.48	0.1012
1.3	0.732	-0.9	195	2.12	0.566	0.2799
1.3	0.732	-0.9	225	2.61	0.591	0.1895
1.3	0.732	-0.9	255	5.18	1.21	0.6078
1.3	0.732	-0.9	285	3.35	0.77	0.6725
1.3	0.732	-0.9	315	2.01	0.456	0.1305
1.3	0.732	-0.9	345	2.36	0.527	0.2501
1.3	0.732	-0.7	15	3.08	0.488	0.087
1.3	0.732	-0.7	45	6.15	0.939	0.6197
1.3	0.732	-0.7	75	4.03	0.761	0.4385
1.3	0.732	-0.7	105	3.69	0.741	0.9055
1.3	0.732	-0.7	135	3.24	0.757	0.2525
1.3	0.732	-0.7	165	2.43	0.582	0.1862
1.3	0.732	-0.7	195	1.69	0.392	0.1204
1.3	0.732	-0.7	225	2.63	0.559	0.2451
1.3	0.732	-0.7	255	5.97	1.07	0.989
1.3	0.732	-0.7	285	7.18	1.1	0.5424
1.3	0.732	-0.7	315	5	0.718	0.5603
1.3	0.732	-0.7	345	3.68	0.568	0.3903
1.3	0.732	-0.5	15	3.24	0.465	0.2672
1.3	0.732	-0.5	45	6.5	0.833	0.4369
1.3	0.732	-0.5	75	6.37	1.02	0.4253
1.3	0.732	-0.5	105	8.23	1.41	0.6091
1.3	0.732	-0.5	135	4.74	1.16	1.2463
1.3	0.732	-0.5	165	3.53	0.783	0.2698
1.3	0.732	-0.5	195	5.65	1.14	1.1749
1.3	0.732	-0.5	225	2.6	0.832	0.4213
1.3	0.732	-0.5	255	8.04	1.39	1.6116
1.3	0.732	-0.5	285	8.33	1.31	1.1373
1.3	0.732	-0.5	315	6.58	0.87	0.342
1.3	0.732	-0.5	345	4.25	0.575	0.2588
1.3	0.732	-0.3	15	4.49	0.575	0.1019
1.3	0.732	-0.3	45	5.51	0.709	0.2178
1.3	0.732	-0.3	75	11	1.54	1.2802
1.3	0.732	-0.3	105	10.3	1.58	1.0137
1.3	0.732	-0.3	135	6.82	1.56	0.498
1.3	0.732	-0.3	165	4.91	1.25	1.2478
1.3	0.732	-0.3	195	2.94	0.778	0.4249
1.3	0.732	-0.3	225	4.02	1.12	1.2441
1.3	0.732	-0.3	255	6.12	1.09	1.9985
1.3	0.732	-0.3	285	8.67	1.18	0.4772
1.3	0.732	-0.3	315	6.41	0.805	1.349
1.3	0.732	-0.3	345	3.84	0.501	0.2144
1.3	0.732	-0.1	15	5.51	0.69	0.4159
1.3	0.732	-0.1	45	7.66	0.949	0.2007
1.3	0.732	-0.1	75	7.49	1.1	0.3562
1.3	0.732	-0.1	105	11.4	1.59	0.3122
1.3	0.732	-0.1	135	7.64	1.38	0.8332
1.3	0.732	-0.1	165	2.78	1.02	0.4686
1.3	0.732	-0.1	195	4.89	1.37	1.8524
1.3	0.732	-0.1	225	9.18	1.54	0.979
1.3	0.732	-0.1	255	10.2	1.52	0.6481
1.3	0.732	-0.1	285	9.18	1.32	0.2363
1.3	0.732	-0.1	315	7.73	0.91	0.6079
1.3	0.732	-0.1	345	4.81	0.593	0.0698
1.3	0.732	0.1	15	4.41	0.576	0.1673
1.3	0.732	0.1	45	6.74	0.842	0.3582
1.3	0.732	0.1	75	11.4	1.5	0.5657
1.3	0.732	0.1	105	10.4	1.4	0.4525
1.3	0.732	0.1	135	7.83	1.31	0.5947
1.3	0.732	0.1	165	6.91	2.56	1.5347
1.3	0.732	0.1	195	8.7	4.36	3.5136
1.3	0.732	0.1	225	8.07	1.42	0.6987
1.3	0.732	0.1	255	11.9	1.46	0.5362
1.3	0.732	0.1	285	9.75	1.22	0.3604
1.3	0.732	0.1	315	6.13	0.839	0.37
1.3	0.732	0.1	345	4.77	0.628	0.0957
1.3	0.732	0.3	15	4.17	0.599	0.1988
1.3	0.732	0.3	45	6.42	0.816	0.5591
1.3	0.732	0.3	75	8.2	1.1	0.6618
1.3	0.732	0.3	105	7.96	1.07	0.5076
1.3	0.732	0.3	135	7.48	1.13	0.3052
1.3	0.732	0.3	165	3.76	1.58	1.0538
1.3	0.732	0.3	195	2.6	1.41	0.5473
1.3	0.732	0.3	225	10.5	1.56	1.2789
1.3	0.732	0.3	255	14	1.71	0.7416
1.3	0.732	0.3	285	8.51	1.07	0.7859
1.3	0.732	0.3	315	3.93	0.599	0.2103
1.3	0.732	0.3	345	5.23	0.611	0.1482
1.3	0.732	0.5	15	3.97	0.543	0.3585
1.3	0.732	0.5	45	7.19	0.979	0.4041
1.3	0.732	0.5	75	5.61	0.836	0.3278
1.3	0.732	0.5	105	8.87	1.2	0.786
1.3	0.732	0.5	135	6.81	1.04	0.3755
1.3	0.732	0.5	165	11.3	4	4.3479
1.3	0.732	0.5	195	5.42	2	1.333
1.3	0.732	0.5	225	6.87	1.11	0.6479
1.3	0.732	0.5	255	7.53	1.01	1.0818
1.3	0.732	0.5	285	6.51	0.957	0.2222
1.3	0.732	0.5	315	4.89	0.691	0.5735
1.3	0.732	0.5	345	5.68	0.696	0.4686
1.3	0.732	0.7	15	2.74	0.45	0.1322
1.3	0.732	0.7	45	3.28	0.568	0.3349
1.3	0.732	0.7	75	6.9	1.08	0.8433
1.3	0.732	0.7	105	5.25	0.836	0.6855
1.3	0.732	0.7	135	6.71	1.22	1.0796
1.3	0.732	0.7	165	5.92	1.68	1.4589
1.3	0.732	0.7	195	3.89	1.28	1.3611
1.3	0.732	0.7	225	5.87	1.24	1.0244
1.3	0.732	0.7	255	4.78	0.825	0.5213
1.3	0.732	0.7	285	5.89	0.942	0.4195
1.3	0.732	0.7	315	2.69	0.501	0.2514
1.3	0.732	0.7	345	3.63	0.6	0.4574
1.3	0.732	0.9	15	3.3	0.671	0.3311
1.3	0.732	0.9	45	2.59	0.53	0.2192
1.3	0.732	0.9	75	2.9	0.666	0.316
1.3	0.732	0.9	105	3.24	0.794	0.5586
1.3	0.732	0.9	135	2.3	0.746	0.6035
1.3	0.732	0.9	165	1.95	0.61	0.6796
1.3	0.732	0.9	195	2.07	0.869	0.8811
1.3	0.732	0.9	225	2.79	0.812	0.7266
1.3	0.732	0.9	255	2.77	0.645	0.5882
1.3	0.732	0.9	285	2.51	0.606	0.6021
1.3	0.732	0.9	315	2.28	0.546	0.2511
1.3	0.732	0.9	345	2.65	0.52	0.3523
Measurement E9M90
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.45 - 0.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.32	0.717	-0.9	15	1.26	0.357	0.1735
1.32	0.717	-0.9	45	2.42	0.575	0.3806
1.32	0.717	-0.9	75	1.95	0.524	0.2266
1.32	0.717	-0.9	105	1.01	0.381	0.1689
1.32	0.717	-0.9	135	1.48	0.437	0.2059
1.32	0.717	-0.9	165	2.01	0.568	0.3316
1.32	0.717	-0.9	195	0.954	0.319	0.0975
1.32	0.717	-0.9	225	3.97	0.991	0.5967
1.32	0.717	-0.9	255	2.8	0.776	0.3263
1.32	0.717	-0.9	285	1.19	0.346	0.2949
1.32	0.717	-0.9	315	0.774	0.29	0.3537
1.32	0.717	-0.9	345	1.3	0.351	0.1259
1.32	0.717	-0.7	15	2.56	0.496	0.1511
1.32	0.717	-0.7	45	3.5	0.65	0.1401
1.32	0.717	-0.7	75	3.5	0.672	0.3106
1.32	0.717	-0.7	105	4.16	1.11	0.6243
1.32	0.717	-0.7	135	2.86	0.738	0.6049
1.32	0.717	-0.7	165	1.4	0.42	0.2882
1.32	0.717	-0.7	195	2.73	0.669	0.5255
1.32	0.717	-0.7	225	3.38	0.808	0.8682
1.32	0.717	-0.7	255	3.63	0.871	0.823
1.32	0.717	-0.7	285	3.89	0.784	0.3513
1.32	0.717	-0.7	315	3.73	0.651	0.1916
1.32	0.717	-0.7	345	2.32	0.426	0.3004
1.32	0.717	-0.5	15	2.87	0.41	0.4424
1.32	0.717	-0.5	45	4.4	0.68	0.2688
1.32	0.717	-0.5	75	6.31	1.13	0.3155
1.32	0.717	-0.5	105	7.39	1.44	0.6051
1.32	0.717	-0.5	135	3.72	1.15	0.8117
1.32	0.717	-0.5	165	2.48	0.616	1.6233
1.32	0.717	-0.5	195	5.16	1.45	1.1314
1.32	0.717	-0.5	225	4.66	1.53	0.2416
1.32	0.717	-0.5	255	11.1	2.41	2.4026
1.32	0.717	-0.5	285	4.6	0.902	0.1836
1.32	0.717	-0.5	315	5.23	0.788	0.358
1.32	0.717	-0.5	345	3.86	0.561	0.3275
1.32	0.717	-0.3	15	2.35	0.366	0.6403
1.32	0.717	-0.3	45	3.63	0.543	0.3837
1.32	0.717	-0.3	75	6.3	1.05	0.3527
1.32	0.717	-0.3	105	6.32	1.21	0.6459
1.32	0.717	-0.3	135	3.91	0.99	0.8237
1.32	0.717	-0.3	165	4.05	1.44	1.366
1.32	0.717	-0.3	195	2.99	1.26	0.5403
1.32	0.717	-0.3	225	3.65	1	0.3535
1.32	0.717	-0.3	255	5.18	1.04	0.4522
1.32	0.717	-0.3	285	6.01	1.03	0.3375
1.32	0.717	-0.3	315	5.23	0.743	0.4103
1.32	0.717	-0.3	345	4.33	0.632	0.556
1.32	0.717	-0.1	15	3.94	0.601	0.5307
1.32	0.717	-0.1	45	5.22	0.731	0.1084
1.32	0.717	-0.1	75	7.55	1.2	0.365
1.32	0.717	-0.1	105	5.95	0.993	0.3566
1.32	0.717	-0.1	135	5.86	1.07	0.327
1.32	0.717	-0.1	165	21.5	19.7	9.8052
1.32	0.717	-0.1	195	2.76	1.18	1.6072
1.32	0.717	-0.1	225	7.22	1.29	0.6259
1.32	0.717	-0.1	255	6.68	1.04	0.1912
1.32	0.717	-0.1	285	8.5	1.27	0.2719
1.32	0.717	-0.1	315	3.94	0.551	0.6052
1.32	0.717	-0.1	345	2.77	0.432	0.1108
1.32	0.717	0.1	15	3.94	0.588	0.2586
1.32	0.717	0.1	45	6.56	0.914	0.2021
1.32	0.717	0.1	75	5.28	0.884	0.741
1.32	0.717	0.1	105	7.88	1.05	0.7374
1.32	0.717	0.1	135	6.14	1	0.5407
1.32	0.717	0.1	165	6.81	3.21	1.8456
1.32	0.717	0.1	195	3.85	1.82	1.2548
1.32	0.717	0.1	225	6.7	1.05	0.9054
1.32	0.717	0.1	255	6.4	0.937	0.245
1.32	0.717	0.1	285	7.19	1.02	0.2749
1.32	0.717	0.1	315	6.88	0.936	1.226
1.32	0.717	0.1	345	3.35	0.492	0.1235
1.32	0.717	0.3	15	3.53	0.517	0.4814
1.32	0.717	0.3	45	5.02	0.763	0.3713
1.32	0.717	0.3	75	7.41	1.05	0.3378
1.32	0.717	0.3	105	6.68	0.897	0.1786
1.32	0.717	0.3	135	5.98	0.903	0.5693
1.32	0.717	0.3	165	8.01	2.79	2.4427
1.32	0.717	0.3	195	2.75	1.15	2.4611
1.32	0.717	0.3	225	5.96	0.893	0.7358
1.32	0.717	0.3	255	6.92	0.957	0.3783
1.32	0.717	0.3	285	9.14	1.27	0.654
1.32	0.717	0.3	315	5.34	0.789	0.3169
1.32	0.717	0.3	345	3.39	0.503	0.2789
1.32	0.717	0.5	15	3.17	0.481	0.138
1.32	0.717	0.5	45	3.7	0.597	0.4864
1.32	0.717	0.5	75	4.32	0.722	0.5178
1.32	0.717	0.5	105	5.98	0.884	0.5135
1.32	0.717	0.5	135	5.21	0.914	0.8159
1.32	0.717	0.5	165	2.15	1.2	0.8895
1.32	0.717	0.5	195	6.02	2.48	1.2376
1.32	0.717	0.5	225	4.95	0.858	0.8854
1.32	0.717	0.5	255	6.41	0.904	0.585
1.32	0.717	0.5	285	7.52	1.18	0.7175
1.32	0.717	0.5	315	4.4	0.705	0.3582
1.32	0.717	0.5	345	5.44	0.779	0.7137
1.32	0.717	0.7	15	2.37	0.442	0.2717
1.32	0.717	0.7	45	3.15	0.555	0.2639
1.32	0.717	0.7	75	4.39	0.859	0.1781
1.32	0.717	0.7	105	3.15	0.564	0.3326
1.32	0.717	0.7	135	4.9	1.05	1.2963
1.32	0.717	0.7	165	0.664	0.398	0.6225
1.32	0.717	0.7	195	5.39	2.44	1.2868
1.32	0.717	0.7	225	5.76	1.11	1.0213
1.32	0.717	0.7	255	5.51	0.866	0.6317
1.32	0.717	0.7	285	5.6	1.05	0.3992
1.32	0.717	0.7	315	3.21	0.568	0.1947
1.32	0.717	0.7	345	3.74	0.567	0.1231
1.32	0.717	0.9	15	1.12	0.316	0.3507
1.32	0.717	0.9	45	1.95	0.511	0.3356
1.32	0.717	0.9	75	3.45	0.872	0.6142
1.32	0.717	0.9	105	1.4	0.425	0.255
1.32	0.717	0.9	135	1.04	0.461	0.1755
1.32	0.717	0.9	165	2.16	0.869	0.6339
1.32	0.717	0.9	195	3.06	1.14	0.8363
1.32	0.717	0.9	225	4.81	1.6	1.0292
1.32	0.717	0.9	255	2.45	0.691	0.2498
1.32	0.717	0.9	285	2.92	0.733	0.3149
1.32	0.717	0.9	315	2.08	0.498	0.2309
1.32	0.717	0.9	345	1.93	0.409	0.1881
Measurement E9M91
Title: E-89-037 Electroproduction of the P33(1232) Resonance
Spokespersons: V. Burkert, R. Minehart
Year: 2002
Q^2 range: 0.45 - 0.6
E_beam is not available
Data:
W	epsilon	cos(theta_pi)	phi_pi	dsigma/dOmega	Data errors	Systematic errors
GeV	dimensionless	dimensionless	deg	mcbn/srad	mcbn/srad	mcbn/srad
1.34	0.702	-0.9	15	0.535	0.183	0.1761
1.34	0.702	-0.9	45	0.869	0.243	0.1401
1.34	0.702	-0.9	75	2.09	0.586	0.4307
1.34	0.702	-0.9	105	1.48	0.523	0.2576
1.34	0.702	-0.9	135	1.43	0.429	0.7797
1.34	0.702	-0.9	165	2.55	0.655	0.4315
1.34	0.702	-0.9	195	0.832	0.272	0.1752
1.34	0.702	-0.9	225	2.03	0.812	0.407
1.34	0.702	-0.9	255	1.75	0.569	0.1854
1.34	0.702	-0.9	285	2.2	0.657	0.6336
1.34	0.702	-0.9	315	0.7	0.252	0.2005
1.34	0.702	-0.9	345	1.75	0.543	0.3562
1.34	0.702	-0.7	15	1.77	0.338	0.2333
1.34	0.702	-0.7	45	2.01	0.405	0.4273
1.34	0.702	-0.7	75	3.39	0.794	0.3555
1.34	0.702	-0.7	105	2.98	0.785	0.326
1.34	0.702	-0.7	135	4.61	1.37	0.4532
1.34	0.702	-0.7	165	3.1	0.919	0.8083
1.34	0.702	-0.7	195	0.629	0.256	0.0939
1.34	0.702	-0.7	225	2.67	0.844	0.2986
1.34	0.702	-0.7	255	2.24	0.658	0.2099
1.34	0.702	-0.7	285	2.06	0.571	0.4002
1.34	0.702	-0.7	315	3.05	0.58	0.3304
1.34	0.702	-0.7	345	1.95	0.434	0.1765
1.34	0.702	-0.5	15	2.18	0.373	0.2475
1.34	0.702	-0.5	45	2.86	0.543	0.2051
1.34	0.702	-0.5	75	3.32	0.753	0.1754
1.34	0.702	-0.5	105	6.56	1.49	0.9631
1.34	0.702	-0.5	135	4.4	1.43	0.1541
1.34	0.702	-0.5	165	1.25	0.555	0.2112
1.34	0.702	-0.5	195	1.97	0.738	0.7132
1.34	0.702	-0.5	225	2.31	0.766	0.7373
1.34	0.702	-0.5	255	5.61	1.21	0.9259
1.34	0.702	-0.5	285	4.45	0.845	0.3618
1.34	0.702	-0.5	315	3.53	0.625	0.2901
1.34	0.702	-0.5	345	2.05	0.353	0.1678
1.34	0.702	-0.3	15	1.97	0.335	0.1974
1.34	0.702	-0.3	45	5.18	0.762	0.1283
1.34	0.702	-0.3	75	6.05	1.09	0.486
1.34	0.702	-0.3	105	3.42	0.768	0.1869
1.34	0.702	-0.3	135	5.57	1.29	0.8097
1.34	0.702	-0.3	165	5.44	2.41	0.993
1.34	0.702	-0.3	195	5.89	3.37	1.9984
1.34	0.702	-0.3	225	5.24	1.19	0.5914
1.34	0.702	-0.3	255	3.88	0.797	0.2291
1.34	0.702	-0.3	285	7.1	1.24	0.6979
1.34	0.702	-0.3	315	3.38	0.587	0.2463
1.34	0.702	-0.3	345	2.18	0.353	0.2502
1.34	0.702	-0.1	15	3.74	0.567	0.0604
1.34	0.702	-0.1	45	3	0.546	0.3237
1.34	0.702	-0.1	75	5.7	0.958	0.2363
1.34	0.702	-0.1	105	5.94	0.923	0.2508
1.34	0.702	-0.1	135	4.8	0.857	0.4733
1.34	0.702	-0.1	165	6.2	3.48	2.1229
1.34	0.702	-0.1	195	0.973	0.722	0.7513
1.34	0.702	-0.1	225	5.34	0.928	0.4704
1.34	0.702	-0.1	255	5.71	0.944	0.1363
1.34	0.702	-0.1	285	4.85	0.867	0.2025
1.34	0.702	-0.1	315	4.05	0.627	0.0946
1.34	0.702	-0.1	345	4.08	0.6	0.3536
1.34	0.702	0.1	15	4.16	0.603	0.49
1.34	0.702	0.1	45	5.71	0.835	0.1281
1.34	0.702	0.1	75	6.29	0.984	0.4619
1.34	0.702	0.1	105	6.27	0.971	0.6057
1.34	0.702	0.1	135	4.08	0.644	0.7648
1.34	0.702	0.1	165	3.32	1.35	0.9064
